route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
South County,814:20250930,814:20250930,Gilroy,814,1,,,1,1
Local Weekday,102:20250930,102:20250930,San Jose Diridon,102,1,,,1,1
Local Weekday,164:20250930,164:20250930,San Jose Diridon,164,1,,,1,1
Local Weekday,176:20250930,176:20250930,San Jose Diridon,176,1,,,1,1
Local Weekday,165:20250930,165:20250930,San Francisco,165,0,,,1,1
Limited,412:20250930,412:20250930,San Jose Diridon,412,1,,,1,1
Local Weekday,146:20250930,146:20250930,San Jose Diridon,146,1,,,1,1
South County,811:20250930,811:20250930,San Jose Diridon,811,0,,,1,1
Express,506:20250930,506:20250930,San Jose Diridon,506,1,,,1,1
Limited,428:20250930,428:20250930,San Jose Diridon,428,1,,,1,1
Local Weekday,153:20250930,153:20250930,San Francisco,153,0,,,1,1
Local Weekday,159:20250930,159:20250930,San Francisco,159,0,,,1,1
Local Weekday,117:20250930,117:20250930,San Francisco,117,0,,,1,1
Local Weekday,143:20250930,143:20250930,San Francisco,143,0,,,1,1
Local Weekday,161:20250930,161:20250930,San Francisco,161,0,,,1,1
Local Weekday,167:20250930,167:20250930,San Francisco,167,0,,,1,1
South County,816:20250930,816:20250930,Gilroy,816,1,,,1,1
Local Weekday,169:20250930,169:20250930,San Francisco,169,0,,,1,1
Local Weekend,649:20250930,649:20250930,San Francisco,649,0,,,1,1
Limited,408:20250930,408:20250930,San Jose Diridon,408,1,,,1,1
Local Weekend,618:20250930,618:20250930,San Jose Diridon,618,1,,,1,1
Local Weekday,156:20250930,156:20250930,San Jose Diridon,156,1,,,1,1
Local Weekend,641:20250930,641:20250930,San Francisco,641,0,,,1,1
Local Weekday,130:20250930,130:20250930,San Jose Diridon,130,1,,,1,1
Local Weekend,640:20250930,640:20250930,San Jose Diridon,640,1,,,1,1
Local Weekday,122:20250930,122:20250930,San Jose Diridon,122,1,,,1,1
Local Weekday,119:20250930,119:20250930,San Francisco,119,0,,,1,1
Local Weekday,125:20250930,125:20250930,San Francisco,125,0,,,1,1
Local Weekend,612:20250930,612:20250930,San Jose Diridon,612,1,,,1,1
Local Weekend,661:20250930,661:20250930,San Francisco,661,0,,,1,1
Limited,404:20250930,404:20250930,San Jose Diridon,404,1,,,1,1
Local Weekday,134:20250930,134:20250930,San Jose Diridon,134,1,,,1,1
Local Weekend,642:20250930,642:20250930,San Jose Diridon,642,1,,,1,1
Local Weekend,605:20250930,605:20250930,San Francisco,605,0,,,1,1
Local Weekend,665:20250930,665:20250930,San Francisco,665,0,,,1,1
Local Weekend,628:20250930,628:20250930,San Jose Diridon,628,1,,,1,1
Local Weekday,158:20250930,158:20250930,San Jose Diridon,158,1,,,1,1
Local Weekday,121:20250930,121:20250930,San Francisco,121,0,,,1,1
Local Weekend,627:20250930,627:20250930,San Francisco,627,0,,,1,1
Local Weekday,126:20250930,126:20250930,San Jose Diridon,126,1,,,1,1
Local Weekday,152:20250930,152:20250930,San Jose Diridon,152,1,,,1,1
Local Weekend,647:20250930,647:20250930,San Francisco,647,0,,,1,1
Local Weekday,131:20250930,131:20250930,San Francisco,131,0,,,1,1
Express,527:20250930,527:20250930,San Francisco,527,0,,,1,1
Local Weekday,132:20250930,132:20250930,San Jose Diridon,132,1,,,1,1
Local Weekday,145:20250930,145:20250930,San Francisco,145,0,,,1,1
Express,510:20250930,510:20250930,San Jose Diridon,510,1,,,1,1
Local Weekday,136:20250930,136:20250930,San Jose Diridon,136,1,,,1,1
Local Weekday,111:20250930,111:20250930,San Francisco,111,0,,,1,1
Express,502:20250930,502:20250930,San Jose Diridon,502,1,,,1,1
Local Weekday,124:20250930,124:20250930,San Jose Diridon,124,1,,,1,1
Local Weekday,147:20250930,147:20250930,San Francisco,147,0,,,1,1
Local Weekend,652:20250930,652:20250930,San Jose Diridon,652,1,,,1,1
Express,519:20250930,519:20250930,San Francisco,519,0,,,1,1
Local Weekday,157:20250930,157:20250930,San Francisco,157,0,,,1,1
Local Weekend,607:20250930,607:20250930,San Francisco,607,0,,,1,1
South County,805:20250930,805:20250930,San Jose Diridon,805,0,,,1,1
Local Weekday,141:20250930,141:20250930,San Francisco,141,0,,,1,1
Local Weekend,645:20250930,645:20250930,San Francisco,645,0,,,1,1
Local Weekday,150:20250930,150:20250930,San Jose Diridon,150,1,,,1,1
Local Weekday,127:20250930,127:20250930,San Francisco,127,0,,,1,1
Local Weekend,668:20250930,668:20250930,San Jose Diridon,668,1,,,1,1
Local Weekday,115:20250930,115:20250930,San Francisco,115,0,,,1,1
Local Weekday,105:20250930,105:20250930,San Francisco,105,0,,,1,1
Local Weekday,162:20250930,162:20250930,San Jose Diridon,162,1,,,1,1
Local Weekday,137:20250930,137:20250930,San Francisco,137,0,,,1,1
Local Weekday,173:20250930,173:20250930,San Francisco,173,0,,,1,1
Express,503:20250930,503:20250930,San Francisco,503,0,,,1,1
Limited,429:20250930,429:20250930,San Francisco,429,0,,,1,1
Local Weekday,118:20250930,118:20250930,San Jose Diridon,118,1,,,1,1
Local Weekday,101:20250930,101:20250930,San Francisco,101,0,,,1,1
Local Weekend,611:20250930,611:20250930,San Francisco,611,0,,,1,1
Express,511:20250930,511:20250930,San Francisco,511,0,,,1,1
Local Weekend,630:20250930,630:20250930,San Jose Diridon,630,1,,,1,1
Local Weekend,659:20250930,659:20250930,San Francisco,659,0,,,1,1
Local Weekday,170:20250930,170:20250930,San Jose Diridon,170,1,,,1,1
Local Weekday,123:20250930,123:20250930,San Francisco,123,0,,,1,1
Local Weekend,656:20250930,656:20250930,San Jose Diridon,656,1,,,1,1
Limited,424:20250930,424:20250930,San Jose Diridon,424,1,,,1,1
Local Weekend,631:20250930,631:20250930,San Francisco,631,0,,,1,1
Local Weekday,106:20250930,106:20250930,San Jose Diridon,106,1,,,1,1
Local Weekday,166:20250930,166:20250930,San Jose Diridon,166,1,,,1,1
Local Weekend,648:20250930,648:20250930,San Jose Diridon,648,1,,,1,1
Limited,413:20250930,413:20250930,San Francisco,413,0,,,1,1
Local Weekend,653:20250930,653:20250930,San Francisco,653,0,,,1,1
Local Weekday,116:20250930,116:20250930,San Jose Diridon,116,1,,,1,1
Local Weekday,160:20250930,160:20250930,San Jose Diridon,160,1,,,1,1
Local Weekday,107:20250930,107:20250930,San Francisco,107,0,,,1,1
Local Weekend,619:20250930,619:20250930,San Francisco,619,0,,,1,1
Limited,421:20250930,421:20250930,San Francisco,421,0,,,1,1
South County,822:20250930,822:20250930,Gilroy,822,1,,,1,1
Local Weekday,144:20250930,144:20250930,San Jose Diridon,144,1,,,1,1
Local Weekday,174:20250930,174:20250930,San Jose Diridon,174,1,,,1,1
Limited,401:20250930,401:20250930,San Francisco,401,0,,,1,1
Local Weekday,135:20250930,135:20250930,San Francisco,135,0,,,1,1
Local Weekday,128:20250930,128:20250930,San Jose Diridon,128,1,,,1,1
Local Weekend,604:20250930,604:20250930,San Jose Diridon,604,1,,,1,1
Express,523:20250930,523:20250930,San Francisco,523,0,,,1,1
South County,820:20250930,820:20250930,Gilroy,820,1,,,1,1
Local Weekday,140:20250930,140:20250930,Tamien,140,1,,,1,1
Local Weekend,663:20250930,663:20250930,San Francisco,663,0,,,1,1
Local Weekend,634:20250930,634:20250930,San Jose Diridon,634,1,,,1,1
South County,807:20250930,807:20250930,San Jose Diridon,807,0,,,1,1
Local Weekday,142:20250930,142:20250930,San Jose Diridon,142,1,,,1,1
Local Weekday,154:20250930,154:20250930,San Jose Diridon,154,1,,,1,1
Local Weekday,171:20250930,171:20250930,San Francisco,171,0,,,1,1
Local Weekend,614:20250930,614:20250930,San Jose Diridon,614,1,,,1,1
Express,507:20250930,507:20250930,San Francisco,507,0,,,1,1
Limited,425:20250930,425:20250930,San Francisco,425,0,,,1,1
Local Weekend,650:20250930,650:20250930,San Jose Diridon,650,1,,,1,1
Local Weekday,110:20250930,110:20250930,San Jose Diridon,110,1,,,1,1
Local Weekend,654:20250930,654:20250930,San Jose Diridon,654,1,,,1,1
Local Weekend,658:20250930,658:20250930,San Jose Diridon,658,1,,,1,1
Local Weekend,635:20250930,635:20250930,San Francisco,635,0,,,1,1
Local Weekday,104:20250930,104:20250930,San Jose Diridon,104,1,,,1,1
Local Weekday,129:20250930,129:20250930,San Francisco,129,0,,,1,1
Local Weekend,615:20250930,615:20250930,San Francisco,615,0,,,1,1
Local Weekend,651:20250930,651:20250930,San Francisco,651,0,,,1,1
Local Weekday,133:20250930,133:20250930,San Francisco,133,0,,,1,1
Local Weekday,163:20250930,163:20250930,San Francisco,163,0,,,1,1
Local Weekend,603:20250930,603:20250930,San Francisco,603,0,,,1,1
Local Weekend,617:20250930,617:20250930,San Francisco,617,0,,,1,1
Local Weekday,138:20250930,138:20250930,San Jose Diridon,138,1,,,1,1
Limited,425:20250922,425:20250922,San Francisco,425,0,,,1,1
Local Weekday,144:20250922,144:20250922,San Jose Diridon,144,1,,,1,1
Local Weekday,166:20250922,166:20250922,San Jose Diridon,166,1,,,1,1
Local Weekend,612:20250922,612:20250922,San Jose Diridon,612,1,,,1,1
Limited,401:20250922,401:20250922,San Francisco,401,0,,,1,1
Limited,404:20250922,404:20250922,San Jose Diridon,404,1,,,1,1
Local Weekday,162:20250922,162:20250922,San Jose Diridon,162,1,,,1,1
Local Weekday,117:20250922,117:20250922,San Francisco,117,0,,,1,1
Local Weekday,129:20250922,129:20250922,San Francisco,129,0,,,1,1
Local Weekday,154:20250922,154:20250922,San Jose Diridon,154,1,,,1,1
Local Weekend,602:20250922,602:20250922,San Jose Diridon,602,1,,,1,1
Limited,417:20250922,417:20250922,San Francisco,417,0,,,1,1
Local Weekday,150:20250922,150:20250922,San Jose Diridon,150,1,,,1,1
Local Weekday,168:20250922,168:20250922,San Jose Diridon,168,1,,,1,1
Local Weekday,107:20250922,107:20250922,San Francisco,107,0,,,1,1
Local Weekday,119:20250922,119:20250922,San Francisco,119,0,,,1,1
Express,515:20250922,515:20250922,San Francisco,515,0,,,1,1
Local Weekday,165:20250922,165:20250922,San Francisco,165,0,,,1,1
Local Weekday,160:20250922,160:20250922,San Jose Diridon,160,1,,,1,1
Express,511:20250922,511:20250922,San Francisco,511,0,,,1,1
Local Weekend,608:20250922,608:20250922,San Jose Diridon,608,1,,,1,1
Local Weekend,656:20250922,656:20250922,San Jose Diridon,656,1,,,1,1
Local Weekend,611:20250922,611:20250922,San Francisco,611,0,,,1,1
Limited,412:20250922,412:20250922,San Jose Diridon,412,1,,,1,1
Local Weekday,126:20250922,126:20250922,San Jose Diridon,126,1,,,1,1
Express,526:20250922,526:20250922,San Jose Diridon,526,1,,,1,1
Local Weekday,128:20250922,128:20250922,San Jose Diridon,128,1,,,1,1
Local Weekend,635:20250922,635:20250922,San Francisco,635,0,,,1,1
Local Weekend,658:20250922,658:20250922,San Jose Diridon,658,1,,,1,1
Local Weekday,161:20250922,161:20250922,San Francisco,161,0,,,1,1
Local Weekend,605:20250922,605:20250922,San Francisco,605,0,,,1,1
Local Weekday,118:20250922,118:20250922,San Jose Diridon,118,1,,,1,1
Local Weekend,652:20250922,652:20250922,San Jose Diridon,652,1,,,1,1
Express,519:20250922,519:20250922,San Francisco,519,0,,,1,1
Local Weekday,152:20250922,152:20250922,San Jose Diridon,152,1,,,1,1
Local Weekday,145:20250922,145:20250922,San Francisco,145,0,,,1,1
Local Weekend,604:20250922,604:20250922,San Jose Diridon,604,1,,,1,1
Local Weekend,664:20250922,664:20250922,San Jose Diridon,664,1,,,1,1
Local Weekday,116:20250922,116:20250922,San Jose Diridon,116,1,,,1,1
Express,514:20250922,514:20250922,San Jose Diridon,514,1,,,1,1
Local Weekday,163:20250922,163:20250922,San Francisco,163,0,,,1,1
Local Weekday,143:20250922,143:20250922,San Francisco,143,0,,,1,1
Local Weekend,601:20250922,601:20250922,San Francisco,601,0,,,1,1
South County,811:20250922,811:20250922,San Jose Diridon,811,0,,,1,1
Local Weekend,640:20250922,640:20250922,San Jose Diridon,640,1,,,1,1
Express,502:20250922,502:20250922,San Jose Diridon,502,1,,,1,1
Local Weekday,125:20250922,125:20250922,San Francisco,125,0,,,1,1
Local Weekend,607:20250922,607:20250922,San Francisco,607,0,,,1,1
Local Weekend,655:20250922,655:20250922,San Francisco,655,0,,,1,1
Local Weekday,121:20250922,121:20250922,San Francisco,121,0,,,1,1
Local Weekday,173:20250922,173:20250922,San Francisco,173,0,,,1,1
Local Weekend,642:20250922,642:20250922,San Jose Diridon,642,1,,,1,1
South County,814:20250922,814:20250922,Gilroy,814,1,,,1,1
Local Weekend,634:20250922,634:20250922,San Jose Diridon,634,1,,,1,1
Limited,409:20250922,409:20250922,San Francisco,409,0,,,1,1
Local Weekday,153:20250922,153:20250922,San Francisco,153,0,,,1,1
Local Weekday,174:20250922,174:20250922,San Jose Diridon,174,1,,,1,1
Local Weekend,623:20250922,623:20250922,San Francisco,623,0,,,1,1
Local Weekday,115:20250922,115:20250922,San Francisco,115,0,,,1,1
Local Weekend,645:20250922,645:20250922,San Francisco,645,0,,,1,1
Local Weekend,646:20250922,646:20250922,San Jose Diridon,646,1,,,1,1
Local Weekend,650:20250922,650:20250922,San Jose Diridon,650,1,,,1,1
South County,816:20250922,816:20250922,Gilroy,816,1,,,1,1
Local Weekday,169:20250922,169:20250922,San Francisco,169,0,,,1,1
Local Weekday,171:20250922,171:20250922,San Francisco,171,0,,,1,1
Local Weekend,603:20250922,603:20250922,San Francisco,603,0,,,1,1
Express,527:20250922,527:20250922,San Francisco,527,0,,,1,1
Local Weekday,111:20250922,111:20250922,San Francisco,111,0,,,1,1
Local Weekday,108:20250922,108:20250922,Tamien,108,1,,,1,1
Local Weekday,146:20250922,146:20250922,San Jose Diridon,146,1,,,1,1
Limited,421:20250922,421:20250922,San Francisco,421,0,,,1,1
Local Weekday,142:20250922,142:20250922,San Jose Diridon,142,1,,,1,1
Local Weekday,135:20250922,135:20250922,San Francisco,135,0,,,1,1
Local Weekend,639:20250922,639:20250922,San Francisco,639,0,,,1,1
Local Weekend,636:20250922,636:20250922,San Jose Diridon,636,1,,,1,1
Local Weekend,660:20250922,660:20250922,San Jose Diridon,660,1,,,1,1
Limited,424:20250922,424:20250922,San Jose Diridon,424,1,,,1,1
Local Weekday,164:20250922,164:20250922,San Jose Diridon,164,1,,,1,1
Local Weekend,614:20250922,614:20250922,San Jose Diridon,614,1,,,1,1
Local Weekend,624:20250922,624:20250922,San Jose Diridon,624,1,,,1,1
Local Weekday,159:20250922,159:20250922,San Francisco,159,0,,,1,1
Local Weekday,139:20250922,139:20250922,San Francisco,139,0,,,1,1
Express,510:20250922,510:20250922,San Jose Diridon,510,1,,,1,1
Local Weekday,127:20250922,127:20250922,San Francisco,127,0,,,1,1
Limited,420:20250922,420:20250922,San Jose Diridon,420,1,,,1,1
Local Weekday,147:20250922,147:20250922,San Francisco,147,0,,,1,1
Local Weekday,151:20250922,151:20250922,San Francisco,151,0,,,1,1
Local Weekend,619:20250922,619:20250922,San Francisco,619,0,,,1,1
Local Weekend,616:20250922,616:20250922,San Jose Diridon,616,1,,,1,1
Local Weekend,625:20250922,625:20250922,San Francisco,625,0,,,1,1
Local Weekend,628:20250922,628:20250922,San Jose Diridon,628,1,,,1,1
Local Weekend,609:20250922,609:20250922,San Francisco,609,0,,,1,1
Local Weekend,613:20250922,613:20250922,San Francisco,613,0,,,1,1
Local Weekend,627:20250922,627:20250922,San Francisco,627,0,,,1,1
Local Weekend,653:20250922,653:20250922,San Francisco,653,0,,,1,1
South County,805:20250922,805:20250922,San Jose Diridon,805,0,,,1,1
Local Weekday,148:20250922,148:20250922,San Jose Diridon,148,1,,,1,1
Express,522:20250922,522:20250922,San Jose Diridon,522,1,,,1,1
Express,523:20250922,523:20250922,San Francisco,523,0,,,1,1
Limited,416:20250922,416:20250922,San Jose Diridon,416,1,,,1,1
South County,822:20250922,822:20250922,Gilroy,822,1,,,1,1
Local Weekday,134:20250922,134:20250922,San Jose Diridon,134,1,,,1,1
Local Weekday,138:20250922,138:20250922,San Jose Diridon,138,1,,,1,1
Local Weekend,621:20250922,621:20250922,San Francisco,621,0,,,1,1
South County,807:20250922,807:20250922,San Jose Diridon,807,0,,,1,1
Local Weekend,637:20250922,637:20250922,San Francisco,637,0,,,1,1
Local Weekend,641:20250922,641:20250922,San Francisco,641,0,,,1,1
Local Weekend,649:20250922,649:20250922,San Francisco,649,0,,,1,1
Local Weekday,170:20250922,170:20250922,San Jose Diridon,170,1,,,1,1
Local Weekday,133:20250922,133:20250922,San Francisco,133,0,,,1,1
Local Weekend,606:20250922,606:20250922,San Jose Diridon,606,1,,,1,1
Local Weekend,632:20250922,632:20250922,San Jose Diridon,632,1,,,1,1
Local Weekend,654:20250922,654:20250922,San Jose Diridon,654,1,,,1,1
Local Weekday,102:20250922,102:20250922,San Jose Diridon,102,1,,,1,1
Local Weekday,167:20250922,167:20250922,San Francisco,167,0,,,1,1
Local Weekday,114:20250922,114:20250922,San Jose Diridon,114,1,,,1,1
Local Weekend,663:20250922,663:20250922,San Francisco,663,0,,,1,1
Local Weekend,610:20250922,610:20250922,San Jose Diridon,610,1,,,1,1
Local Weekday,113:20250922,113:20250922,San Francisco,113,0,,,1,1
Local Weekday,156:20250922,156:20250922,San Jose Diridon,156,1,,,1,1
Local Weekday,123:20250922,123:20250922,San Francisco,123,0,,,1,1
Local Weekend,618:20250922,618:20250922,San Jose Diridon,618,1,,,1,1
Local Weekday,110:20250922,110:20250922,San Jose Diridon,110,1,,,1,1
Local Weekday,112:20250922,112:20250922,San Jose Diridon,112,1,,,1,1
Local Weekday,149:20250922,149:20250922,San Francisco,149,0,,,1,1
Local Weekend,651:20250922,651:20250922,San Francisco,651,0,,,1,1
Local Weekday,141:20250922,141:20250922,San Francisco,141,0,,,1,1
Local Weekend,644:20250922,644:20250922,San Jose Diridon,644,1,,,1,1
Express,503:20250922,503:20250922,San Francisco,503,0,,,1,1
Local Weekday,132:20250922,132:20250922,San Jose Diridon,132,1,,,1,1
Local Weekday,158:20250922,158:20250922,San Jose Diridon,158,1,,,1,1
Local Weekend,662:20250922,662:20250922,San Jose Diridon,662,1,,,1,1
Limited,429:20250922,429:20250922,San Francisco,429,0,,,1,1
Local Weekday,103:20250922,103:20250922,San Francisco,103,0,,,1,1
Local Weekday,137:20250922,137:20250922,San Francisco,137,0,,,1,1
Local Weekend,620:20250922,620:20250922,San Jose Diridon,620,1,,,1,1
South County,809:20250922,809:20250922,San Jose Diridon,809,0,,,1,1
Local Weekend,626:20250922,626:20250922,San Jose Diridon,626,1,,,1,1
Limited,428:20250922,428:20250922,San Jose Diridon,428,1,,,1,1
Local Weekday,176:20250922,176:20250922,San Jose Diridon,176,1,,,1,1
Local Weekday,109:20250922,109:20250922,San Francisco,109,0,,,1,1
Express,506:20250922,506:20250922,San Jose Diridon,506,1,,,1,1
Local Weekday,155:20250922,155:20250922,San Francisco,155,0,,,1,1
Local Weekend,647:20250922,647:20250922,San Francisco,647,0,,,1,1
Local Weekday,130:20250922,130:20250922,San Jose Diridon,130,1,,,1,1
Local Weekday,101:20250922,101:20250922,San Francisco,101,0,,,1,1
Local Weekday,104:20250922,104:20250922,San Jose Diridon,104,1,,,1,1
Limited,413:20250922,413:20250922,San Francisco,413,0,,,1,1
Local Weekend,630:20250922,630:20250922,San Jose Diridon,630,1,,,1,1
Local Weekday,131:20250922,131:20250922,San Francisco,131,0,,,1,1
Local Weekend,629:20250922,629:20250922,San Francisco,629,0,,,1,1
Local Weekend,657:20250922,657:20250922,San Francisco,657,0,,,1,1
Local Weekday,106:20250922,106:20250922,San Jose Diridon,106,1,,,1,1
Local Weekday,157:20250922,157:20250922,San Francisco,157,0,,,1,1
Local Weekend,615:20250922,615:20250922,San Francisco,615,0,,,1,1
Local Weekend,668:20250922,668:20250922,San Jose Diridon,668,1,,,1,1
Limited,405:20250922,405:20250922,San Francisco,405,0,,,1,1
Local Weekday,105:20250922,105:20250922,San Francisco,105,0,,,1,1
Local Weekend,617:20250922,617:20250922,San Francisco,617,0,,,1,1
Limited,408:20250922,408:20250922,San Jose Diridon,408,1,,,1,1
Local Weekday,140:20250922,140:20250922,Tamien,140,1,,,1,1
Local Weekend,643:20250922,643:20250922,San Francisco,643,0,,,1,1
Local Weekend,661:20250922,661:20250922,San Francisco,661,0,,,1,1
Express,518:20250922,518:20250922,San Jose Diridon,518,1,,,1,1
Local Weekday,172:20250922,172:20250922,San Jose Diridon,172,1,,,1,1
Local Weekend,622:20250922,622:20250922,San Jose Diridon,622,1,,,1,1
Local Weekend,638:20250922,638:20250922,San Jose Diridon,638,1,,,1,1
Local Weekend,665:20250922,665:20250922,San Francisco,665,0,,,1,1
Local Weekend,648:20250922,648:20250922,San Jose Diridon,648,1,,,1,1
South County,820:20250922,820:20250922,Gilroy,820,1,,,1,1
Express,507:20250922,507:20250922,San Francisco,507,0,,,1,1
Local Weekday,136:20250922,136:20250922,San Jose Diridon,136,1,,,1,1
Local Weekend,631:20250922,631:20250922,San Francisco,631,0,,,1,1
Local Weekday,120:20250922,120:20250922,San Jose Diridon,120,1,,,1,1
Local Weekday,122:20250922,122:20250922,San Jose Diridon,122,1,,,1,1
Local Weekend,659:20250922,659:20250922,San Francisco,659,0,,,1,1
Local Weekday,124:20250922,124:20250922,San Jose Diridon,124,1,,,1,1
Local Weekend,633:20250922,633:20250922,San Francisco,633,0,,,1,1
