route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
Local Weekday,M150:20260228,M150:20260228,San Jose Diridon,M150,1,,,1,1
Local Weekday,159:20260228,159:20260228,San Francisco,159,0,,,1,1
Local Weekday,M163:20260228,M163:20260228,San Francisco,M163,0,,,1,1
Local Weekday,128:20260228,128:20260228,Tamien,128,1,,,1,1
Local Weekday,158:20260228,158:20260228,San Jose Diridon,158,1,,,1,1
Local Weekday,127:20260228,127:20260228,San Francisco,127,0,,,1,1
Local Weekend,640:20260228,640:20260228,San Jose Diridon,640,1,,,1,1
Local Weekday,M101:20260228,M101:20260228,San Francisco,M101,0,,,1,1
Local Weekday,M117:20260228,M117:20260228,San Francisco,M117,0,,,1,1
Local Weekday,174:20260228,174:20260228,San Jose Diridon,174,1,,,1,1
Local Weekday,118:20260228,118:20260228,San Jose Diridon,118,1,,,1,1
Local Weekday,147:20260228,147:20260228,San Francisco,147,0,,,1,1
Local Weekend,613:20260228,613:20260228,San Francisco,613,0,,,1,1
Local Weekend,641:20260228,641:20260228,San Francisco,641,0,,,1,1
Local Weekend,668:20260228,668:20260228,Tamien,668,1,,,1,1
Local Weekend,623:20260228,623:20260228,San Francisco,623,0,,,1,1
Local Weekend,633:20260228,633:20260228,San Francisco,633,0,,,1,1
Local Weekend,663:20260228,663:20260228,San Francisco,663,0,,,1,1
Local Weekday,M169:20260228,M169:20260228,San Francisco,M169,0,,,1,1
Local Weekday,162:20260228,162:20260228,San Jose Diridon,162,1,,,1,1
Local Weekday,166:20260228,166:20260228,San Jose Diridon,166,1,,,1,1
Local Weekend,620:20260228,620:20260228,San Jose Diridon,620,1,,,1,1
Local Weekend,634:20260228,634:20260228,Tamien,634,1,,,1,1
South County,814:20260228,814:20260228,Gilroy,814,1,,,1,1
Local Weekday,109:20260228,109:20260228,San Francisco,109,0,,,1,1
Local Weekday,M112:20260228,M112:20260228,Tamien,M112,1,,,1,1
Local Weekday,M113:20260228,M113:20260228,San Francisco,M113,0,,,1,1
Local Weekday,M126:20260228,M126:20260228,San Jose Diridon,M126,1,,,1,1
Local Weekday,M114:20260228,M114:20260228,San Jose Diridon,M114,1,,,1,1
Local Weekday,M109:20260228,M109:20260228,San Francisco,M109,0,,,1,1
Local Weekday,M173:20260228,M173:20260228,San Francisco,M173,0,,,1,1
Local Weekend,616:20260228,616:20260228,San Jose Diridon,616,1,,,1,1
Express,522:20260228,522:20260228,San Jose Diridon,522,1,,,1,1
Local Weekend,627:20260228,627:20260228,San Francisco,627,0,,,1,1
Local Weekend,664:20260228,664:20260228,San Jose Diridon,664,1,,,1,1
Limited,420:20260228,420:20260228,San Jose Diridon,420,1,,,1,1
Local Weekday,145:20260228,145:20260228,San Francisco,145,0,,,1,1
Local Weekday,M154:20260228,M154:20260228,San Jose Diridon,M154,1,,,1,1
Local Weekend,661:20260228,661:20260228,San Francisco,661,0,,,1,1
Express,502:20260228,502:20260228,San Jose Diridon,502,1,,,1,1
Local Weekday,107:20260228,107:20260228,San Francisco,107,0,,,1,1
Local Weekday,168:20260228,168:20260228,Tamien,168,1,,,1,1
Local Weekend,621:20260228,621:20260228,San Francisco,621,0,,,1,1
Local Weekday,157:20260228,157:20260228,San Francisco,157,0,,,1,1
Local Weekday,116:20260228,116:20260228,Tamien,116,1,,,1,1
Local Weekend,601:20260228,601:20260228,San Francisco,601,0,,,1,1
Express,523:20260228,523:20260228,San Francisco,523,0,,,1,1
Local Weekday,M120:20260228,M120:20260228,Tamien,M120,1,,,1,1
Local Weekday,M170:20260228,M170:20260228,San Jose Diridon,M170,1,,,1,1
Local Weekday,M111:20260228,M111:20260228,San Francisco,M111,0,,,1,1
Local Weekday,163:20260228,163:20260228,San Francisco,163,0,,,1,1
Local Weekday,101:20260228,101:20260228,San Francisco,101,0,,,1,1
Local Weekday,M118:20260228,M118:20260228,San Jose Diridon,M118,1,,,1,1
Local Weekday,123:20260228,123:20260228,San Francisco,123,0,,,1,1
Local Weekend,662:20260228,662:20260228,Tamien,662,1,,,1,1
Local Weekday,M110:20260228,M110:20260228,San Jose Diridon,M110,1,,,1,1
Local Weekend,625:20260228,625:20260228,San Francisco,625,0,,,1,1
Local Weekday,102:20260228,102:20260228,San Jose Diridon,102,1,,,1,1
South County,822:20260228,822:20260228,Gilroy,822,1,,,1,1
Local Weekday,M166:20260228,M166:20260228,San Jose Diridon,M166,1,,,1,1
Local Weekday,137:20260228,137:20260228,San Francisco,137,0,,,1,1
Local Weekday,M124:20260228,M124:20260228,Tamien,M124,1,,,1,1
Local Weekday,M147:20260228,M147:20260228,San Francisco,M147,0,,,1,1
Local Weekday,M131:20260228,M131:20260228,San Francisco,M131,0,,,1,1
Local Weekday,165:20260228,165:20260228,San Francisco,165,0,,,1,1
Local Weekday,M156:20260228,M156:20260228,Tamien,M156,1,,,1,1
Local Weekday,M148:20260228,M148:20260228,Tamien,M148,1,,,1,1
Local Weekday,133:20260228,133:20260228,San Francisco,133,0,,,1,1
Local Weekday,135:20260228,135:20260228,San Francisco,135,0,,,1,1
Local Weekend,648:20260228,648:20260228,San Jose Diridon,648,1,,,1,1
Express,507:20260228,507:20260228,San Francisco,507,0,,,1,1
Local Weekday,151:20260228,151:20260228,San Francisco,151,0,,,1,1
Local Weekend,644:20260228,644:20260228,San Jose Diridon,644,1,,,1,1
Local Weekday,113:20260228,113:20260228,San Francisco,113,0,,,1,1
Local Weekday,M106:20260228,M106:20260228,San Jose Diridon,M106,1,,,1,1
Local Weekday,M122:20260228,M122:20260228,San Jose Diridon,M122,1,,,1,1
Local Weekday,129:20260228,129:20260228,San Francisco,129,0,,,1,1
Local Weekday,M138:20260228,M138:20260228,San Jose Diridon,M138,1,,,1,1
Local Weekday,154:20260228,154:20260228,San Jose Diridon,154,1,,,1,1
Local Weekend,658:20260228,658:20260228,Tamien,658,1,,,1,1
Limited,405:20260228,405:20260228,San Francisco,405,0,,,1,1
Local Weekend,655:20260228,655:20260228,San Francisco,655,0,,,1,1
Limited,428:20260228,428:20260228,San Jose Diridon,428,1,,,1,1
Local Weekday,M145:20260228,M145:20260228,San Francisco,M145,0,,,1,1
Local Weekday,M164:20260228,M164:20260228,Tamien,M164,1,,,1,1
Local Weekday,130:20260228,130:20260228,San Jose Diridon,130,1,,,1,1
Local Weekday,M123:20260228,M123:20260228,San Francisco,M123,0,,,1,1
Local Weekday,M143:20260228,M143:20260228,San Francisco,M143,0,,,1,1
Local Weekend,654:20260228,654:20260228,Tamien,654,1,,,1,1
Limited,417:20260228,417:20260228,San Francisco,417,0,,,1,1
Local Weekday,173:20260228,173:20260228,San Francisco,173,0,,,1,1
Local Weekend,645:20260228,645:20260228,San Francisco,645,0,,,1,1
Limited,404:20260228,404:20260228,San Jose Diridon,404,1,,,1,1
Local Weekend,646:20260228,646:20260228,Tamien,646,1,,,1,1
Express,511:20260228,511:20260228,San Francisco,511,0,,,1,1
Limited,401:20260228,401:20260228,San Francisco,401,0,,,1,1
South County,848:20260228,848:20260228,Gilroy,848,1,,,1,1
Local Weekday,143:20260228,143:20260228,San Francisco,143,0,,,1,1
Local Weekday,M135:20260228,M135:20260228,San Francisco,M135,0,,,1,1
Local Weekday,169:20260228,169:20260228,San Francisco,169,0,,,1,1
Local Weekend,632:20260228,632:20260228,San Jose Diridon,632,1,,,1,1
Local Weekend,639:20260228,639:20260228,San Francisco,639,0,,,1,1
Local Weekend,647:20260228,647:20260228,San Francisco,647,0,,,1,1
Local Weekend,659:20260228,659:20260228,San Francisco,659,0,,,1,1
Local Weekday,126:20260228,126:20260228,San Jose Diridon,126,1,,,1,1
Local Weekday,M162:20260228,M162:20260228,San Jose Diridon,M162,1,,,1,1
Local Weekday,155:20260228,155:20260228,San Francisco,155,0,,,1,1
Local Weekend,631:20260228,631:20260228,San Francisco,631,0,,,1,1
Local Weekday,121:20260228,121:20260228,San Francisco,121,0,,,1,1
Local Weekday,141:20260228,141:20260228,San Francisco,141,0,,,1,1
Local Weekday,M144:20260228,M144:20260228,Tamien,M144,1,,,1,1
Local Weekend,607:20260228,607:20260228,San Francisco,607,0,,,1,1
Local Weekend,617:20260228,617:20260228,San Francisco,617,0,,,1,1
Express,519:20260228,519:20260228,San Francisco,519,0,,,1,1
South County,819:20260228,819:20260228,San Jose Diridon,819,0,,,1,1
Local Weekday,M174:20260228,M174:20260228,San Jose Diridon,M174,1,,,1,1
Local Weekend,643:20260228,643:20260228,San Francisco,643,0,,,1,1
South County,811:20260228,811:20260228,San Jose Diridon,811,0,,,1,1
Local Weekend,637:20260228,637:20260228,San Francisco,637,0,,,1,1
Local Weekday,M105:20260228,M105:20260228,San Francisco,M105,0,,,1,1
Local Weekday,105:20260228,105:20260228,San Francisco,105,0,,,1,1
Local Weekend,635:20260228,635:20260228,San Francisco,635,0,,,1,1
Limited,408:20260228,408:20260228,San Jose Diridon,408,1,,,1,1
Local Weekday,M153:20260228,M153:20260228,San Francisco,M153,0,,,1,1
Local Weekend,610:20260228,610:20260228,Tamien,610,1,,,1,1
Local Weekday,M116:20260228,M116:20260228,Tamien,M116,1,,,1,1
Local Weekday,152:20260228,152:20260228,Tamien,152,1,,,1,1
Local Weekday,M158:20260228,M158:20260228,San Jose Diridon,M158,1,,,1,1
Local Weekday,M132:20260228,M132:20260228,Tamien,M132,1,,,1,1
Local Weekday,M142:20260228,M142:20260228,San Jose Diridon,M142,1,,,1,1
Local Weekday,146:20260228,146:20260228,San Jose Diridon,146,1,,,1,1
Local Weekend,652:20260228,652:20260228,San Jose Diridon,652,1,,,1,1
Local Weekday,132:20260228,132:20260228,Tamien,132,1,,,1,1
Local Weekday,M119:20260228,M119:20260228,San Francisco,M119,0,,,1,1
Local Weekend,626:20260228,626:20260228,Tamien,626,1,,,1,1
Express,503:20260228,503:20260228,San Francisco,503,0,,,1,1
Express,514:20260228,514:20260228,San Jose Diridon,514,1,,,1,1
Local Weekday,M141:20260228,M141:20260228,San Francisco,M141,0,,,1,1
Local Weekday,124:20260228,124:20260228,Tamien,124,1,,,1,1
Local Weekday,M172:20260228,M172:20260228,Tamien,M172,1,,,1,1
Local Weekday,M176:20260228,M176:20260228,Tamien,M176,1,,,1,1
Express,518:20260228,518:20260228,San Jose Diridon,518,1,,,1,1
Local Weekend,614:20260228,614:20260228,Tamien,614,1,,,1,1
Local Weekday,M165:20260228,M165:20260228,San Francisco,M165,0,,,1,1
Local Weekday,M130:20260228,M130:20260228,San Jose Diridon,M130,1,,,1,1
Local Weekday,M115:20260228,M115:20260228,San Francisco,M115,0,,,1,1
Local Weekend,628:20260228,628:20260228,San Jose Diridon,628,1,,,1,1
Local Weekend,665:20260228,665:20260228,San Francisco,665,0,,,1,1
Local Weekday,134:20260228,134:20260228,San Jose Diridon,134,1,,,1,1
Local Weekday,150:20260228,150:20260228,San Jose Diridon,150,1,,,1,1
Local Weekday,M103:20260228,M103:20260228,San Francisco,M103,0,,,1,1
Local Weekend,608:20260228,608:20260228,San Jose Diridon,608,1,,,1,1
Local Weekend,649:20260228,649:20260228,San Francisco,649,0,,,1,1
Express,510:20260228,510:20260228,San Jose Diridon,510,1,,,1,1
Local Weekday,M125:20260228,M125:20260228,San Francisco,M125,0,,,1,1
Local Weekday,M152:20260228,M152:20260228,Tamien,M152,1,,,1,1
Local Weekend,638:20260228,638:20260228,Tamien,638,1,,,1,1
South County,809:20260228,809:20260228,San Jose Diridon,809,0,,,1,1
Local Weekday,M167:20260228,M167:20260228,San Francisco,M167,0,,,1,1
Local Weekend,630:20260228,630:20260228,Tamien,630,1,,,1,1
Local Weekday,M160:20260228,M160:20260228,Tamien,M160,1,,,1,1
Local Weekday,167:20260228,167:20260228,San Francisco,167,0,,,1,1
Local Weekend,660:20260228,660:20260228,San Jose Diridon,660,1,,,1,1
Local Weekday,149:20260228,149:20260228,San Francisco,149,0,,,1,1
Local Weekday,M161:20260228,M161:20260228,San Francisco,M161,0,,,1,1
Local Weekday,131:20260228,131:20260228,San Francisco,131,0,,,1,1
Limited,412:20260228,412:20260228,San Jose Diridon,412,1,,,1,1
South County,805:20260228,805:20260228,San Jose Diridon,805,0,,,1,1
Local Weekday,111:20260228,111:20260228,San Francisco,111,0,,,1,1
Local Weekend,612:20260228,612:20260228,San Jose Diridon,612,1,,,1,1
Local Weekend,622:20260228,622:20260228,Tamien,622,1,,,1,1
