service_id,date,exception_type
M136:20260430,20260430,2
610:20260430,20260430,2
M168:20260430,20260430,2
112:20260430,20260430,1
M113:20260430,20260430,2
822:20260430,20260430,1
M124:20260430,20260430,2
160:20260430,20260430,1
147:20260430,20260430,1
619:20260430,20260430,2
171:20260430,20260430,1
820:20260430,20260430,1
M121:20260430,20260430,2
169:20260430,20260430,1
650:20260430,20260430,2
165:20260430,20260430,1
811:20260430,20260430,1
157:20260430,20260430,1
M157:20260430,20260430,2
158:20260430,20260430,1
825:20260430,20260430,2
M132:20260430,20260430,2
519:20260430,20260430,1
M127:20260430,20260430,2
114:20260430,20260430,1
101:20260430,20260430,1
173:20260430,20260430,1
104:20260430,20260430,1
142:20260430,20260430,1
M137:20260430,20260430,2
M123:20260430,20260430,2
112:20260430,20260429,1
M137:20260430,20260429,2
M164:20260430,20260429,2
M103:20260430,20260429,2
M159:20260430,20260429,2
M126:20260430,20260429,2
648:20260430,20260429,2
657:20260430,20260429,2
502:20260430,20260429,1
M117:20260430,20260429,2
163:20260430,20260429,1
162:20260430,20260429,1
641:20260430,20260429,2
M153:20260430,20260429,2
172:20260430,20260429,1
M122:20260430,20260429,2
662:20260430,20260429,2
625:20260430,20260429,2
619:20260430,20260429,2
M106:20260430,20260429,2
121:20260430,20260429,1
M114:20260430,20260429,2
665:20260430,20260429,2
616:20260430,20260429,2
816:20260430,20260429,1
M120:20260430,20260429,2
M152:20260430,20260429,2
153:20260430,20260429,1
159:20260430,20260429,1
515:20260430,20260429,1
M141:20260430,20260429,2
604:20260430,20260429,2
M129:20260430,20260429,2
646:20260430,20260429,2
506:20260430,20260429,1
120:20260430,20260429,1
647:20260430,20260429,2
M130:20260430,20260429,2
642:20260430,20260429,2
814:20260430,20260429,1
428:20260430,20260429,1
612:20260430,20260429,2
605:20260430,20260429,2
M143:20260430,20260429,2
607:20260430,20260429,2
142:20260430,20260429,1
514:20260430,20260429,1
134:20260430,20260429,1
609:20260430,20260429,2
M147:20260430,20260429,2
M139:20260430,20260429,2
M118:20260430,20260429,2
128:20260430,20260429,1
M173:20260430,20260429,2
102:20260430,20260429,1
425:20260430,20260429,1
M105:20260430,20260429,2
173:20260430,20260429,1
805:20260430,20260429,1
M167:20260430,20260429,2
M155:20260430,20260429,2
809:20260430,20260429,1
106:20260430,20260429,1
822:20260430,20260429,1
117:20260430,20260429,1
606:20260430,20260429,2
135:20260430,20260429,1
M165:20260430,20260429,2
119:20260430,20260429,1
M119:20260430,20260429,2
115:20260430,20260429,1
M145:20260430,20260429,2
413:20260430,20260429,1
130:20260430,20260429,1
176:20260430,20260429,1
143:20260430,20260429,1
M170:20260430,20260429,2
622:20260430,20260429,2
M149:20260430,20260429,2
811:20260430,20260429,1
127:20260430,20260429,1
139:20260430,20260429,1
M128:20260430,20260429,2
M104:20260430,20260429,2
614:20260430,20260429,2
M109:20260430,20260429,2
169:20260430,20260429,1
635:20260430,20260429,2
848:20260430,20260429,2
819:20260430,20260429,2
110:20260430,20260429,1
M131:20260430,20260429,2
627:20260430,20260429,2
111:20260430,20260429,1
649:20260430,20260429,2
416:20260430,20260429,1
M102:20260430,20260429,2
602:20260430,20260429,2
650:20260430,20260429,2
518:20260430,20260429,1
M113:20260430,20260429,2
624:20260430,20260429,2
M148:20260430,20260429,2
409:20260430,20260429,1
503:20260430,20260429,1
108:20260430,20260429,1
M123:20260430,20260429,2
M115:20260430,20260429,2
637:20260430,20260429,2
424:20260430,20260429,1
421:20260430,20260429,1
M166:20260430,20260429,2
114:20260430,20260429,1
617:20260430,20260429,2
507:20260430,20260429,1
167:20260430,20260429,1
M136:20260430,20260429,2
623:20260430,20260429,2
M140:20260430,20260429,2
610:20260430,20260429,2
404:20260430,20260429,1
124:20260430,20260429,1
M124:20260430,20260429,2
628:20260430,20260429,2
144:20260430,20260429,1
651:20260430,20260429,2
141:20260430,20260429,1
131:20260430,20260429,1
M156:20260430,20260429,2
M150:20260430,20260429,2
M174:20260430,20260429,2
113:20260430,20260429,1
630:20260430,20260429,2
611:20260430,20260429,2
840:20260430,20260429,2
122:20260430,20260429,1
M168:20260430,20260429,2
136:20260430,20260429,1
132:20260430,20260429,1
636:20260430,20260429,2
M158:20260430,20260429,2
146:20260430,20260429,1
118:20260430,20260429,1
618:20260430,20260429,2
629:20260430,20260429,2
825:20260430,20260429,2
140:20260430,20260429,1
M111:20260430,20260429,2
151:20260430,20260429,1
133:20260430,20260429,1
M163:20260430,20260429,2
126:20260430,20260429,1
613:20260430,20260429,2
M172:20260430,20260429,2
526:20260430,20260429,1
161:20260430,20260429,1
658:20260430,20260429,2
661:20260430,20260429,2
668:20260430,20260429,2
125:20260430,20260429,1
148:20260430,20260429,1
652:20260430,20260429,2
137:20260430,20260429,1
M146:20260430,20260429,2
M135:20260430,20260429,2
632:20260430,20260429,2
M142:20260430,20260429,2
M151:20260430,20260429,2
103:20260430,20260429,1
M138:20260430,20260429,2
638:20260430,20260429,2
615:20260430,20260429,2
147:20260430,20260429,1
123:20260430,20260429,1
170:20260430,20260429,1
166:20260430,20260429,1
645:20260430,20260429,2
664:20260430,20260429,2
522:20260430,20260429,1
603:20260430,20260429,2
417:20260430,20260429,1
129:20260430,20260429,1
640:20260430,20260429,2
633:20260430,20260429,2
M161:20260430,20260429,2
653:20260430,20260429,2
631:20260430,20260429,2
M110:20260430,20260429,2
M133:20260430,20260429,2
M121:20260430,20260429,2
663:20260430,20260429,2
M127:20260430,20260429,2
608:20260430,20260429,2
429:20260430,20260429,1
M108:20260430,20260429,2
109:20260430,20260429,1
405:20260430,20260429,1
M101:20260430,20260429,2
157:20260430,20260429,1
116:20260430,20260429,1
620:20260430,20260429,2
660:20260430,20260429,2
M125:20260430,20260429,2
M132:20260430,20260429,2
M176:20260430,20260429,2
M160:20260430,20260429,2
M162:20260430,20260429,2
107:20260430,20260429,1
655:20260430,20260429,2
807:20260430,20260429,1
174:20260430,20260429,1
156:20260430,20260429,1
105:20260430,20260429,1
164:20260430,20260429,1
158:20260430,20260429,1
M154:20260430,20260429,2
639:20260430,20260429,2
659:20260430,20260429,2
M134:20260430,20260429,2
527:20260430,20260429,1
M144:20260430,20260429,2
408:20260430,20260429,1
160:20260430,20260429,1
634:20260430,20260429,2
101:20260430,20260429,1
412:20260430,20260429,1
M112:20260430,20260429,2
654:20260430,20260429,2
626:20260430,20260429,2
644:20260430,20260429,2
168:20260430,20260429,1
M157:20260430,20260429,2
510:20260430,20260429,1
519:20260430,20260429,1
M107:20260430,20260429,2
165:20260430,20260429,1
511:20260430,20260429,1
149:20260430,20260429,1
154:20260430,20260429,1
420:20260430,20260429,1
155:20260430,20260429,1
621:20260430,20260429,2
401:20260430,20260429,1
656:20260430,20260429,2
150:20260430,20260429,1
145:20260430,20260429,1
820:20260430,20260429,1
M171:20260430,20260429,2
171:20260430,20260429,1
152:20260430,20260429,1
643:20260430,20260429,2
601:20260430,20260429,2
M169:20260430,20260429,2
M116:20260430,20260429,2
104:20260430,20260429,1
138:20260430,20260429,1
523:20260430,20260429,1
604:20260430,20260424,2
421:20260430,20260424,1
M170:20260430,20260424,2
M156:20260430,20260424,2
M102:20260430,20260424,2
M158:20260430,20260424,2
173:20260430,20260424,1
429:20260430,20260424,1
M118:20260430,20260424,2
616:20260430,20260424,2
M168:20260430,20260424,2
160:20260430,20260424,1
511:20260430,20260424,1
128:20260430,20260424,1
M142:20260430,20260424,2
169:20260430,20260424,1
M141:20260430,20260424,2
M144:20260430,20260424,2
120:20260430,20260424,1
622:20260430,20260424,2
176:20260430,20260424,1
M155:20260430,20260424,2
405:20260430,20260424,1
123:20260430,20260424,1
131:20260430,20260424,1
M143:20260430,20260424,2
M120:20260430,20260424,2
157:20260430,20260424,1
M132:20260430,20260424,2
657:20260430,20260424,2
660:20260430,20260424,2
523:20260430,20260424,1
124:20260430,20260424,1
664:20260430,20260424,2
643:20260430,20260424,2
149:20260430,20260424,1
122:20260430,20260424,1
105:20260430,20260424,1
112:20260430,20260424,1
M138:20260430,20260424,2
171:20260430,20260424,1
152:20260430,20260424,1
139:20260430,20260424,1
655:20260430,20260424,2
M152:20260430,20260424,2
809:20260430,20260424,1
M139:20260430,20260424,2
136:20260430,20260424,1
634:20260430,20260424,2
646:20260430,20260424,2
631:20260430,20260424,2
M112:20260430,20260424,2
606:20260430,20260424,2
651:20260430,20260424,2
637:20260430,20260424,2
807:20260430,20260424,1
424:20260430,20260424,1
M107:20260430,20260424,2
502:20260430,20260424,1
822:20260430,20260424,1
132:20260430,20260424,1
M174:20260430,20260424,2
659:20260430,20260424,2
404:20260430,20260424,1
M134:20260430,20260424,2
172:20260430,20260424,1
642:20260430,20260424,2
417:20260430,20260424,1
M167:20260430,20260424,2
162:20260430,20260424,1
104:20260430,20260424,1
107:20260430,20260424,1
138:20260430,20260424,1
601:20260430,20260424,2
819:20260430,20260424,2
118:20260430,20260424,1
M101:20260430,20260424,2
135:20260430,20260424,1
630:20260430,20260424,2
503:20260430,20260424,1
623:20260430,20260424,2
M164:20260430,20260424,2
605:20260430,20260424,2
M129:20260430,20260424,2
626:20260430,20260424,2
609:20260430,20260424,2
M172:20260430,20260424,2
668:20260430,20260424,2
143:20260430,20260424,1
M160:20260430,20260424,2
645:20260430,20260424,2
103:20260430,20260424,1
M166:20260430,20260424,2
M116:20260430,20260424,2
111:20260430,20260424,1
663:20260430,20260424,2
M176:20260430,20260424,2
M125:20260430,20260424,2
114:20260430,20260424,1
507:20260430,20260424,1
M171:20260430,20260424,2
M103:20260430,20260424,2
654:20260430,20260424,2
814:20260430,20260424,1
M117:20260430,20260424,2
514:20260430,20260424,1
140:20260430,20260424,1
M153:20260430,20260424,2
M110:20260430,20260424,2
621:20260430,20260424,2
515:20260430,20260424,1
M104:20260430,20260424,2
M127:20260430,20260424,2
164:20260430,20260424,1
527:20260430,20260424,1
137:20260430,20260424,1
656:20260430,20260424,2
165:20260430,20260424,1
M151:20260430,20260424,2
401:20260430,20260424,1
624:20260430,20260424,2
620:20260430,20260424,2
M146:20260430,20260424,2
612:20260430,20260424,2
652:20260430,20260424,2
648:20260430,20260424,2
148:20260430,20260424,1
170:20260430,20260424,1
117:20260430,20260424,1
603:20260430,20260424,2
519:20260430,20260424,1
M121:20260430,20260424,2
M123:20260430,20260424,2
144:20260430,20260424,1
615:20260430,20260424,2
109:20260430,20260424,1
611:20260430,20260424,2
628:20260430,20260424,2
614:20260430,20260424,2
M126:20260430,20260424,2
M157:20260430,20260424,2
420:20260430,20260424,1
416:20260430,20260424,1
522:20260430,20260424,1
641:20260430,20260424,2
M147:20260430,20260424,2
M113:20260430,20260424,2
633:20260430,20260424,2
M119:20260430,20260424,2
639:20260430,20260424,2
644:20260430,20260424,2
661:20260430,20260424,2
153:20260430,20260424,1
M114:20260430,20260424,2
412:20260430,20260424,1
650:20260430,20260424,2
M162:20260430,20260424,2
161:20260430,20260424,1
M135:20260430,20260424,2
158:20260430,20260424,1
M122:20260430,20260424,2
M108:20260430,20260424,2
526:20260430,20260424,1
M140:20260430,20260424,2
M115:20260430,20260424,2
M173:20260430,20260424,2
151:20260430,20260424,1
M149:20260430,20260424,2
129:20260430,20260424,1
M137:20260430,20260424,2
627:20260430,20260424,2
638:20260430,20260424,2
M163:20260430,20260424,2
M133:20260430,20260424,2
518:20260430,20260424,1
805:20260430,20260424,1
M106:20260430,20260424,2
602:20260430,20260424,2
119:20260430,20260424,1
141:20260430,20260424,1
610:20260430,20260424,2
510:20260430,20260424,1
658:20260430,20260424,2
108:20260430,20260424,1
608:20260430,20260424,2
134:20260430,20260424,1
649:20260430,20260424,2
M148:20260430,20260424,2
166:20260430,20260424,1
M109:20260430,20260424,2
145:20260430,20260424,1
632:20260430,20260424,2
425:20260430,20260424,1
