service_id,date,exception_type
128:20251031,20251031,1
805:20251031,20251031,1
624:20251031,20251031,2
661:20251031,20251031,2
507:20251031,20251031,1
645:20251031,20251031,2
631:20251031,20251031,2
124:20251031,20251031,1
816:20251031,20251031,1
416:20251031,20251031,1
606:20251031,20251031,2
657:20251031,20251031,2
656:20251031,20251031,2
121:20251031,20251031,1
510:20251031,20251031,1
136:20251031,20251031,1
112:20251031,20251031,1
106:20251031,20251031,1
649:20251031,20251031,2
148:20251031,20251031,1
152:20251031,20251031,1
143:20251031,20251031,1
629:20251031,20251031,2
653:20251031,20251031,2
514:20251031,20251031,1
412:20251031,20251031,1
602:20251031,20251031,2
144:20251031,20251031,1
665:20251031,20251031,2
607:20251031,20251031,2
616:20251031,20251031,2
663:20251031,20251031,2
176:20251031,20251031,1
605:20251031,20251031,2
168:20251031,20251031,1
664:20251031,20251031,2
523:20251031,20251031,1
615:20251031,20251031,2
107:20251031,20251031,1
137:20251031,20251031,1
171:20251031,20251031,1
113:20251031,20251031,1
408:20251031,20251031,1
618:20251031,20251031,2
636:20251031,20251031,2
634:20251031,20251031,2
515:20251031,20251031,1
165:20251031,20251031,1
129:20251031,20251031,1
621:20251031,20251031,2
156:20251031,20251031,1
613:20251031,20251031,2
660:20251031,20251031,2
617:20251031,20251031,2
108:20251031,20251031,1
668:20251031,20251031,2
620:20251031,20251031,2
658:20251031,20251031,2
424:20251031,20251031,1
120:20251031,20251031,1
146:20251031,20251031,1
652:20251031,20251031,2
807:20251031,20251031,1
131:20251031,20251031,1
153:20251031,20251031,1
502:20251031,20251031,1
650:20251031,20251031,2
149:20251031,20251031,1
111:20251031,20251031,1
109:20251031,20251031,1
627:20251031,20251031,2
405:20251031,20251031,1
122:20251031,20251031,1
646:20251031,20251031,2
625:20251031,20251031,2
132:20251031,20251031,1
619:20251031,20251031,2
601:20251031,20251031,2
103:20251031,20251031,1
644:20251031,20251031,2
522:20251031,20251031,1
145:20251031,20251031,1
409:20251031,20251031,1
116:20251031,20251031,1
654:20251031,20251031,2
401:20251031,20251031,1
105:20251031,20251031,1
647:20251031,20251031,2
626:20251031,20251031,2
115:20251031,20251031,1
603:20251031,20251031,2
159:20251031,20251031,1
160:20251031,20251031,1
642:20251031,20251031,2
130:20251031,20251031,1
110:20251031,20251031,1
527:20251031,20251031,1
632:20251031,20251031,2
114:20251031,20251031,1
139:20251031,20251031,1
167:20251031,20251031,1
118:20251031,20251031,1
633:20251031,20251031,2
651:20251031,20251031,2
154:20251031,20251031,1
170:20251031,20251031,1
518:20251031,20251031,1
612:20251031,20251031,2
163:20251031,20251031,1
604:20251031,20251031,2
104:20251031,20251031,1
611:20251031,20251031,2
101:20251031,20251031,1
428:20251031,20251031,1
147:20251031,20251031,1
638:20251031,20251031,2
623:20251031,20251031,2
162:20251031,20251031,1
526:20251031,20251031,1
123:20251031,20251031,1
158:20251031,20251031,1
117:20251031,20251031,1
126:20251031,20251031,1
429:20251031,20251031,1
142:20251031,20251031,1
140:20251031,20251031,1
141:20251031,20251031,1
172:20251031,20251031,1
151:20251031,20251031,1
820:20251031,20251031,1
425:20251031,20251031,1
608:20251031,20251031,2
506:20251031,20251031,1
169:20251031,20251031,1
640:20251031,20251031,2
630:20251031,20251031,2
511:20251031,20251031,1
421:20251031,20251031,1
