route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
Local Weekend,607:20251031,607:20251031,San Francisco,607,0,,,1,1
South County,805:20251031,805:20251031,San Jose Diridon,805,0,,,1,1
Local Weekday,141:20251031,141:20251031,San Francisco,141,0,,,1,1
Local Weekend,645:20251031,645:20251031,San Francisco,645,0,,,1,1
Local Weekday,150:20251031,150:20251031,San Jose Diridon,150,1,,,1,1
Local Weekday,127:20251031,127:20251031,San Francisco,127,0,,,1,1
Local Weekend,668:20251031,668:20251031,San Jose Diridon,668,1,,,1,1
Local Weekday,115:20251031,115:20251031,San Francisco,115,0,,,1,1
Local Weekday,105:20251031,105:20251031,San Francisco,105,0,,,1,1
Local Weekday,162:20251031,162:20251031,San Jose Diridon,162,1,,,1,1
Local Weekday,137:20251031,137:20251031,San Francisco,137,0,,,1,1
Local Weekday,173:20251031,173:20251031,San Francisco,173,0,,,1,1
Express,503:20251031,503:20251031,San Francisco,503,0,,,1,1
Limited,429:20251031,429:20251031,San Francisco,429,0,,,1,1
Local Weekday,118:20251031,118:20251031,San Jose Diridon,118,1,,,1,1
Local Weekday,101:20251031,101:20251031,San Francisco,101,0,,,1,1
Local Weekend,611:20251031,611:20251031,San Francisco,611,0,,,1,1
Express,511:20251031,511:20251031,San Francisco,511,0,,,1,1
Local Weekend,630:20251031,630:20251031,San Jose Diridon,630,1,,,1,1
Local Weekend,659:20251031,659:20251031,San Francisco,659,0,,,1,1
Local Weekday,170:20251031,170:20251031,San Jose Diridon,170,1,,,1,1
Local Weekday,123:20251031,123:20251031,San Francisco,123,0,,,1,1
Local Weekend,656:20251031,656:20251031,San Jose Diridon,656,1,,,1,1
Limited,424:20251031,424:20251031,San Jose Diridon,424,1,,,1,1
Local Weekend,631:20251031,631:20251031,San Francisco,631,0,,,1,1
Local Weekday,106:20251031,106:20251031,San Jose Diridon,106,1,,,1,1
Local Weekday,166:20251031,166:20251031,San Jose Diridon,166,1,,,1,1
Local Weekend,648:20251031,648:20251031,San Jose Diridon,648,1,,,1,1
Limited,413:20251031,413:20251031,San Francisco,413,0,,,1,1
Local Weekend,653:20251031,653:20251031,San Francisco,653,0,,,1,1
Local Weekday,116:20251031,116:20251031,San Jose Diridon,116,1,,,1,1
Local Weekday,160:20251031,160:20251031,San Jose Diridon,160,1,,,1,1
Local Weekday,107:20251031,107:20251031,San Francisco,107,0,,,1,1
Local Weekend,619:20251031,619:20251031,San Francisco,619,0,,,1,1
Limited,421:20251031,421:20251031,San Francisco,421,0,,,1,1
Local Weekday,144:20251031,144:20251031,San Jose Diridon,144,1,,,1,1
South County,822:20251031,822:20251031,Gilroy,822,1,,,1,1
Local Weekday,174:20251031,174:20251031,San Jose Diridon,174,1,,,1,1
Local Weekday,135:20251031,135:20251031,San Francisco,135,0,,,1,1
Limited,401:20251031,401:20251031,San Francisco,401,0,,,1,1
Local Weekday,128:20251031,128:20251031,San Jose Diridon,128,1,,,1,1
Local Weekend,604:20251031,604:20251031,San Jose Diridon,604,1,,,1,1
Express,523:20251031,523:20251031,San Francisco,523,0,,,1,1
South County,820:20251031,820:20251031,Gilroy,820,1,,,1,1
Local Weekend,663:20251031,663:20251031,San Francisco,663,0,,,1,1
Local Weekday,140:20251031,140:20251031,Tamien,140,1,,,1,1
Local Weekend,634:20251031,634:20251031,San Jose Diridon,634,1,,,1,1
South County,807:20251031,807:20251031,San Jose Diridon,807,0,,,1,1
Local Weekday,142:20251031,142:20251031,San Jose Diridon,142,1,,,1,1
Local Weekday,171:20251031,171:20251031,San Francisco,171,0,,,1,1
Express,507:20251031,507:20251031,San Francisco,507,0,,,1,1
Limited,425:20251031,425:20251031,San Francisco,425,0,,,1,1
Local Weekday,154:20251031,154:20251031,San Jose Diridon,154,1,,,1,1
Local Weekend,614:20251031,614:20251031,San Jose Diridon,614,1,,,1,1
Local Weekend,650:20251031,650:20251031,San Jose Diridon,650,1,,,1,1
Local Weekend,654:20251031,654:20251031,San Jose Diridon,654,1,,,1,1
Local Weekend,658:20251031,658:20251031,San Jose Diridon,658,1,,,1,1
Local Weekend,635:20251031,635:20251031,San Francisco,635,0,,,1,1
Local Weekday,110:20251031,110:20251031,San Jose Diridon,110,1,,,1,1
Local Weekend,615:20251031,615:20251031,San Francisco,615,0,,,1,1
Local Weekday,104:20251031,104:20251031,San Jose Diridon,104,1,,,1,1
Local Weekday,129:20251031,129:20251031,San Francisco,129,0,,,1,1
Local Weekend,603:20251031,603:20251031,San Francisco,603,0,,,1,1
Local Weekend,651:20251031,651:20251031,San Francisco,651,0,,,1,1
Local Weekday,133:20251031,133:20251031,San Francisco,133,0,,,1,1
Local Weekday,163:20251031,163:20251031,San Francisco,163,0,,,1,1
Local Weekend,617:20251031,617:20251031,San Francisco,617,0,,,1,1
Local Weekday,138:20251031,138:20251031,San Jose Diridon,138,1,,,1,1
