route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
Local Weekday,124:20260131,124:20260131,Tamien,124,1,,,1,1
Local Weekday,M124:20260131,M124:20260131,Tamien,M124,1,,,1,1
Local Weekday,M128:20260131,M128:20260131,Tamien,M128,1,,,1,1
Local Weekday,M132:20260131,M132:20260131,Tamien,M132,1,,,1,1
Local Weekday,132:20260131,132:20260131,Tamien,132,1,,,1,1
Local Weekday,M148:20260131,M148:20260131,Tamien,M148,1,,,1,1
Local Weekday,M160:20260131,M160:20260131,Tamien,M160,1,,,1,1
Local Weekday,M164:20260131,M164:20260131,Tamien,M164,1,,,1,1
Local Weekday,106:20260131,106:20260131,San Jose Diridon,106,1,,,1,1
Local Weekday,M106:20260131,M106:20260131,San Jose Diridon,M106,1,,,1,1
Local Weekday,M150:20260131,M150:20260131,San Jose Diridon,M150,1,,,1,1
Local Weekday,115:20260131,115:20260131,San Francisco,115,0,,,1,1
Local Weekday,123:20260131,123:20260131,San Francisco,123,0,,,1,1
Local Weekday,M147:20260131,M147:20260131,San Francisco,M147,0,,,1,1
Local Weekday,159:20260131,159:20260131,San Francisco,159,0,,,1,1
Local Weekend,603:20260131,603:20260131,San Francisco,603,0,,,1,1
Local Weekend,611:20260131,611:20260131,San Francisco,611,0,,,1,1
Local Weekend,631:20260131,631:20260131,San Francisco,631,0,,,1,1
Local Weekend,613:20260131,613:20260131,San Francisco,613,0,,,1,1
Local Weekend,653:20260131,653:20260131,San Francisco,653,0,,,1,1
Local Weekend,610:20260131,610:20260131,Tamien,610,1,,,1,1
Local Weekend,626:20260131,626:20260131,Tamien,626,1,,,1,1
Local Weekend,634:20260131,634:20260131,Tamien,634,1,,,1,1
Local Weekend,646:20260131,646:20260131,Tamien,646,1,,,1,1
Express,502:20260131,502:20260131,San Jose Diridon,502,1,,,1,1
Express,518:20260131,518:20260131,San Jose Diridon,518,1,,,1,1
Express,526:20260131,526:20260131,San Jose Diridon,526,1,,,1,1
Limited,405:20260131,405:20260131,San Francisco,405,0,,,1,1
Limited,417:20260131,417:20260131,San Francisco,417,0,,,1,1
Limited,408:20260131,408:20260131,San Jose Diridon,408,1,,,1,1
South County,822:20260131,822:20260131,Gilroy,822,1,,,1,1
South County,809:20260131,809:20260131,San Jose Diridon,809,0,,,1,1
South County,825:20260131,825:20260131,San Jose Diridon,825,0,,,1,1
Local Weekday,101:20260131,101:20260131,San Francisco,101,0,,,1,1
Local Weekday,M133:20260131,M133:20260131,San Francisco,M133,0,,,1,1
Local Weekday,137:20260131,137:20260131,San Francisco,137,0,,,1,1
Local Weekday,145:20260131,145:20260131,San Francisco,145,0,,,1,1
Local Weekday,169:20260131,169:20260131,San Francisco,169,0,,,1,1
Local Weekday,M136:20260131,M136:20260131,Tamien,M136,1,,,1,1
Local Weekday,136:20260131,136:20260131,Tamien,136,1,,,1,1
Local Weekday,160:20260131,160:20260131,Tamien,160,1,,,1,1
Local Weekday,108:20260131,108:20260131,Tamien,108,1,,,1,1
Local Weekday,M140:20260131,M140:20260131,Tamien,M140,1,,,1,1
Local Weekday,114:20260131,114:20260131,San Jose Diridon,114,1,,,1,1
Local Weekday,122:20260131,122:20260131,San Jose Diridon,122,1,,,1,1
Local Weekday,M126:20260131,M126:20260131,San Jose Diridon,M126,1,,,1,1
Local Weekday,M130:20260131,M130:20260131,San Jose Diridon,M130,1,,,1,1
Local Weekday,146:20260131,146:20260131,San Jose Diridon,146,1,,,1,1
Local Weekday,M103:20260131,M103:20260131,San Francisco,M103,0,,,1,1
Local Weekday,M111:20260131,M111:20260131,San Francisco,M111,0,,,1,1
Local Weekday,M115:20260131,M115:20260131,San Francisco,M115,0,,,1,1
Local Weekday,119:20260131,119:20260131,San Francisco,119,0,,,1,1
Local Weekday,M127:20260131,M127:20260131,San Francisco,M127,0,,,1,1
Local Weekday,M131:20260131,M131:20260131,San Francisco,M131,0,,,1,1
Local Weekday,M139:20260131,M139:20260131,San Francisco,M139,0,,,1,1
Local Weekday,163:20260131,163:20260131,San Francisco,163,0,,,1,1
Local Weekend,620:20260131,620:20260131,San Jose Diridon,620,1,,,1,1
Local Weekend,656:20260131,656:20260131,San Jose Diridon,656,1,,,1,1
Local Weekend,619:20260131,619:20260131,San Francisco,619,0,,,1,1
Local Weekend,627:20260131,627:20260131,San Francisco,627,0,,,1,1
Local Weekend,635:20260131,635:20260131,San Francisco,635,0,,,1,1
Local Weekend,639:20260131,639:20260131,San Francisco,639,0,,,1,1
Local Weekend,633:20260131,633:20260131,San Francisco,633,0,,,1,1
Local Weekend,649:20260131,649:20260131,San Francisco,649,0,,,1,1
Local Weekend,618:20260131,618:20260131,Tamien,618,1,,,1,1
Local Weekend,638:20260131,638:20260131,Tamien,638,1,,,1,1
Local Weekend,654:20260131,654:20260131,Tamien,654,1,,,1,1
Express,522:20260131,522:20260131,San Jose Diridon,522,1,,,1,1
Express,503:20260131,503:20260131,San Francisco,503,0,,,1,1
Express,523:20260131,523:20260131,San Francisco,523,0,,,1,1
South County,814:20260131,814:20260131,Gilroy,814,1,,,1,1
South County,805:20260131,805:20260131,San Jose Diridon,805,0,,,1,1
South County,807:20260131,807:20260131,San Jose Diridon,807,0,,,1,1
Local Weekday,M121:20260131,M121:20260131,San Francisco,M121,0,,,1,1
Local Weekday,M125:20260131,M125:20260131,San Francisco,M125,0,,,1,1
Local Weekday,141:20260131,141:20260131,San Francisco,141,0,,,1,1
Local Weekday,M112:20260131,M112:20260131,Tamien,M112,1,,,1,1
Local Weekday,M120:20260131,M120:20260131,Tamien,M120,1,,,1,1
Local Weekday,118:20260131,118:20260131,San Jose Diridon,118,1,,,1,1
Local Weekday,130:20260131,130:20260131,San Jose Diridon,130,1,,,1,1
Local Weekday,138:20260131,138:20260131,San Jose Diridon,138,1,,,1,1
Local Weekday,162:20260131,162:20260131,San Jose Diridon,162,1,,,1,1
Local Weekend,612:20260131,612:20260131,San Jose Diridon,612,1,,,1,1
Local Weekend,616:20260131,616:20260131,San Jose Diridon,616,1,,,1,1
Local Weekend,647:20260131,647:20260131,San Francisco,647,0,,,1,1
Local Weekend,659:20260131,659:20260131,San Francisco,659,0,,,1,1
Local Weekend,601:20260131,601:20260131,San Francisco,601,0,,,1,1
Local Weekend,617:20260131,617:20260131,San Francisco,617,0,,,1,1
Local Weekend,622:20260131,622:20260131,Tamien,622,1,,,1,1
Local Weekday,112:20260130,112:20260130,San Jose Diridon,112,1,,,1,1
Local Weekday,M122:20260130,M122:20260130,San Jose Diridon,M122,1,,,1,1
Local Weekday,M126:20260130,M126:20260130,San Jose Diridon,M126,1,,,1,1
Local Weekend,656:20260130,656:20260130,San Jose Diridon,656,1,,,1,1
Local Weekday,172:20260130,172:20260130,San Jose Diridon,172,1,,,1,1
Local Weekday,M101:20260130,M101:20260130,San Francisco,M101,0,,,1,1
Local Weekend,648:20260130,648:20260130,San Jose Diridon,648,1,,,1,1
Local Weekday,M142:20260130,M142:20260130,San Jose Diridon,M142,1,,,1,1
Local Weekday,M105:20260130,M105:20260130,San Francisco,M105,0,,,1,1
Local Weekday,M107:20260130,M107:20260130,San Francisco,M107,0,,,1,1
Local Weekday,M167:20260130,M167:20260130,San Francisco,M167,0,,,1,1
Local Weekend,632:20260130,632:20260130,San Jose Diridon,632,1,,,1,1
South County,840:20260130,840:20260130,Gilroy,840,1,,,1,1
Local Weekday,M111:20260130,M111:20260130,San Francisco,M111,0,,,1,1
Local Weekday,M123:20260130,M123:20260130,San Francisco,M123,0,,,1,1
Local Weekend,657:20260130,657:20260130,San Francisco,657,0,,,1,1
Express,526:20260130,526:20260130,San Jose Diridon,526,1,,,1,1
Local Weekday,105:20260130,105:20260130,San Francisco,105,0,,,1,1
Local Weekend,609:20260130,609:20260130,San Francisco,609,0,,,1,1
Local Weekend,621:20260130,621:20260130,San Francisco,621,0,,,1,1
Local Weekday,M141:20260130,M141:20260130,San Francisco,M141,0,,,1,1
Local Weekday,134:20260130,134:20260130,San Jose Diridon,134,1,,,1,1
Local Weekend,629:20260130,629:20260130,San Francisco,629,0,,,1,1
Local Weekday,106:20260130,106:20260130,San Jose Diridon,106,1,,,1,1
Local Weekday,M157:20260130,M157:20260130,San Francisco,M157,0,,,1,1
Local Weekend,641:20260130,641:20260130,San Francisco,641,0,,,1,1
Local Weekend,638:20260130,638:20260130,San Jose Diridon,638,1,,,1,1
Limited,408:20260130,408:20260130,San Jose Diridon,408,1,,,1,1
South County,805:20260130,805:20260130,San Jose Diridon,805,0,,,1,1
Local Weekday,124:20260130,124:20260130,San Jose Diridon,124,1,,,1,1
Local Weekday,138:20260130,138:20260130,San Jose Diridon,138,1,,,1,1
Local Weekday,154:20260130,154:20260130,San Jose Diridon,154,1,,,1,1
Local Weekday,M153:20260130,M153:20260130,San Francisco,M153,0,,,1,1
Local Weekday,M134:20260130,M134:20260130,San Jose Diridon,M134,1,,,1,1
Local Weekday,M150:20260130,M150:20260130,San Jose Diridon,M150,1,,,1,1
Local Weekday,M172:20260130,M172:20260130,San Jose Diridon,M172,1,,,1,1
Local Weekday,M158:20260130,M158:20260130,San Jose Diridon,M158,1,,,1,1
Local Weekday,M164:20260130,M164:20260130,San Jose Diridon,M164,1,,,1,1
Local Weekday,141:20260130,141:20260130,San Francisco,141,0,,,1,1
Local Weekday,168:20260130,168:20260130,San Jose Diridon,168,1,,,1,1
Local Weekday,109:20260130,109:20260130,San Francisco,109,0,,,1,1
Limited,428:20260130,428:20260130,San Jose Diridon,428,1,,,1,1
Local Weekday,144:20260130,144:20260130,San Jose Diridon,144,1,,,1,1
Local Weekend,601:20260130,601:20260130,San Francisco,601,0,,,1,1
Local Weekend,650:20260130,650:20260130,San Jose Diridon,650,1,,,1,1
Local Weekday,M148:20260130,M148:20260130,San Jose Diridon,M148,1,,,1,1
Local Weekday,167:20260130,167:20260130,San Francisco,167,0,,,1,1
Local Weekend,623:20260130,623:20260130,San Francisco,623,0,,,1,1
Local Weekend,668:20260130,668:20260130,San Jose Diridon,668,1,,,1,1
Local Weekday,142:20260130,142:20260130,San Jose Diridon,142,1,,,1,1
Local Weekday,162:20260130,162:20260130,San Jose Diridon,162,1,,,1,1
Local Weekday,164:20260130,164:20260130,San Jose Diridon,164,1,,,1,1
Local Weekday,161:20260130,161:20260130,San Francisco,161,0,,,1,1
Local Weekend,636:20260130,636:20260130,San Jose Diridon,636,1,,,1,1
Express,515:20260130,515:20260130,San Francisco,515,0,,,1,1
Local Weekday,M114:20260130,M114:20260130,San Jose Diridon,M114,1,,,1,1
Local Weekday,151:20260130,151:20260130,San Francisco,151,0,,,1,1
Local Weekday,166:20260130,166:20260130,San Jose Diridon,166,1,,,1,1
Local Weekend,628:20260130,628:20260130,San Jose Diridon,628,1,,,1,1
Local Weekday,150:20260130,150:20260130,San Jose Diridon,150,1,,,1,1
Local Weekday,173:20260130,173:20260130,San Francisco,173,0,,,1,1
Local Weekday,103:20260130,103:20260130,San Francisco,103,0,,,1,1
Local Weekday,129:20260130,129:20260130,San Francisco,129,0,,,1,1
Local Weekend,611:20260130,611:20260130,San Francisco,611,0,,,1,1
Local Weekend,612:20260130,612:20260130,San Jose Diridon,612,1,,,1,1
Limited,417:20260130,417:20260130,San Francisco,417,0,,,1,1
Local Weekday,M120:20260130,M120:20260130,San Jose Diridon,M120,1,,,1,1
Local Weekday,M156:20260130,M156:20260130,San Jose Diridon,M156,1,,,1,1
Local Weekday,M117:20260130,M117:20260130,San Francisco,M117,0,,,1,1
Local Weekday,155:20260130,155:20260130,San Francisco,155,0,,,1,1
Local Weekend,634:20260130,634:20260130,San Jose Diridon,634,1,,,1,1
Limited,420:20260130,420:20260130,San Jose Diridon,420,1,,,1,1
Local Weekday,M118:20260130,M118:20260130,San Jose Diridon,M118,1,,,1,1
Local Weekday,M174:20260130,M174:20260130,San Jose Diridon,M174,1,,,1,1
Local Weekday,M135:20260130,M135:20260130,San Francisco,M135,0,,,1,1
Local Weekend,651:20260130,651:20260130,San Francisco,651,0,,,1,1
Local Weekday,118:20260130,118:20260130,San Jose Diridon,118,1,,,1,1
Local Weekday,M146:20260130,M146:20260130,San Jose Diridon,M146,1,,,1,1
Local Weekday,128:20260130,128:20260130,San Jose Diridon,128,1,,,1,1
Local Weekday,143:20260130,143:20260130,San Francisco,143,0,,,1,1
Local Weekend,630:20260130,630:20260130,San Jose Diridon,630,1,,,1,1
Local Weekday,116:20260130,116:20260130,San Jose Diridon,116,1,,,1,1
Local Weekend,608:20260130,608:20260130,San Jose Diridon,608,1,,,1,1
Express,502:20260130,502:20260130,San Jose Diridon,502,1,,,1,1
Local Weekday,136:20260130,136:20260130,San Jose Diridon,136,1,,,1,1
Local Weekday,M136:20260130,M136:20260130,San Jose Diridon,M136,1,,,1,1
Local Weekend,617:20260130,617:20260130,San Francisco,617,0,,,1,1
Local Weekend,654:20260130,654:20260130,San Jose Diridon,654,1,,,1,1
Local Weekday,M112:20260130,M112:20260130,San Jose Diridon,M112,1,,,1,1
Local Weekday,M129:20260130,M129:20260130,San Francisco,M129,0,,,1,1
Local Weekend,625:20260130,625:20260130,San Francisco,625,0,,,1,1
Local Weekend,604:20260130,604:20260130,San Jose Diridon,604,1,,,1,1
Local Weekday,M104:20260130,M104:20260130,San Jose Diridon,M104,1,,,1,1
Local Weekday,M106:20260130,M106:20260130,San Jose Diridon,M106,1,,,1,1
Local Weekday,M171:20260130,M171:20260130,San Francisco,M171,0,,,1,1
Local Weekend,620:20260130,620:20260130,San Jose Diridon,620,1,,,1,1
Local Weekday,149:20260130,149:20260130,San Francisco,149,0,,,1,1
Local Weekday,M124:20260130,M124:20260130,San Jose Diridon,M124,1,,,1,1
Local Weekday,M125:20260130,M125:20260130,San Francisco,M125,0,,,1,1
Limited,412:20260130,412:20260130,San Jose Diridon,412,1,,,1,1
Local Weekday,113:20260130,113:20260130,San Francisco,113,0,,,1,1
Local Weekday,115:20260130,115:20260130,San Francisco,115,0,,,1,1
Local Weekday,M121:20260130,M121:20260130,San Francisco,M121,0,,,1,1
Limited,405:20260130,405:20260130,San Francisco,405,0,,,1,1
Limited,424:20260130,424:20260130,San Jose Diridon,424,1,,,1,1
South County,848:20260130,848:20260130,Gilroy,848,1,,,1,1
Local Weekday,M168:20260130,M168:20260130,San Jose Diridon,M168,1,,,1,1
Local Weekday,169:20260130,169:20260130,San Francisco,169,0,,,1,1
Local Weekend,658:20260130,658:20260130,San Jose Diridon,658,1,,,1,1
Local Weekend,660:20260130,660:20260130,San Jose Diridon,660,1,,,1,1
Express,518:20260130,518:20260130,San Jose Diridon,518,1,,,1,1
Local Weekday,M151:20260130,M151:20260130,San Francisco,M151,0,,,1,1
Express,514:20260130,514:20260130,San Jose Diridon,514,1,,,1,1
Local Weekday,120:20260130,120:20260130,San Jose Diridon,120,1,,,1,1
Local Weekday,146:20260130,146:20260130,San Jose Diridon,146,1,,,1,1
Local Weekday,M166:20260130,M166:20260130,San Jose Diridon,M166,1,,,1,1
Local Weekday,M147:20260130,M147:20260130,San Francisco,M147,0,,,1,1
Local Weekend,631:20260130,631:20260130,San Francisco,631,0,,,1,1
Local Weekday,M119:20260130,M119:20260130,San Francisco,M119,0,,,1,1
Local Weekend,661:20260130,661:20260130,San Francisco,661,0,,,1,1
Local Weekend,616:20260130,616:20260130,San Jose Diridon,616,1,,,1,1
Limited,425:20260130,425:20260130,San Francisco,425,0,,,1,1
Local Weekday,130:20260130,130:20260130,San Jose Diridon,130,1,,,1,1
Local Weekend,605:20260130,605:20260130,San Francisco,605,0,,,1,1
