fare_id,rider_category_id,price,expiration_date,commencement_date
448350,15,7.00,,
448350,6,7.00,,
448350,5,1.00,,
448350,2,7.00,,
448349,15,6.00,,
448349,6,6.00,,
448349,5,1.00,,
448349,2,6.00,,
448348,15,5.00,,
448348,6,5.00,,
448348,5,1.00,,
448348,2,5.00,,
448347,15,4.00,,
448347,6,4.00,,
448347,5,1.00,,
448347,2,4.00,,
448346,15,3.00,,
448346,6,3.00,,
448346,5,1.00,,
448346,2,3.00,,
448345,15,2.00,,
448345,6,2.00,,
448345,5,1.00,,
448345,2,2.00,,
